"Source:","D:\docs\GitHub\DIY\zx\pentagon 128 portable\schematic\Pentagon128 portable\pentagon 128 portable.sch"
"Date:","19/09/2020 16:18:23"
"Tool:","Eeschema (5.1.6)-1"
"Generator:","C:\Program Files\KiCad\bin\scripting\plugins/bom_csv_grouped_by_value.py"
"Component Count:","155"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Arrow Part Number","Description","Height","Manufacturer_Name","Manufacturer_Part_Number","Mouser Part Number","Mouser Price/Stock"
"","","C52","100nF","SamacSys_Parts:100nF","CAPC1005X55N","https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf","","KEMET - C0402C104K9PACTU - CAP, MLCC, X5R, 0.1UF, 6.3V, 0402, REEL","0.55","Kemet","C0402C104K9PACTU","80-C0402C104K9P","https://www.mouser.co.uk/ProductDetail/KEMET/C0402C104K9PACTU?qs=DBJr%252BvBUjU7yQ9iUbxvTPw%3D%3D"
"","","C53","3pF","SamacSys_Parts:3pF","CAPC1005X55N","https://componentsearchengine.com/Datasheets/1/GJM1555C1H3R0CB01D.pdf","","Murata 0402 GJM 3pF Ceramic Multilayer Capacitor, 50 V dc, +125C, C0G Dielectric, +/-0.25pF SMD","0.55","Murata Electronics","GJM1555C1H3R0CB01D","81-GJM1555C1H3R0CB1D","https://www.mouser.com/Search/Refine.aspx?Keyword=81-GJM1555C1H3R0CB1D"
"","","C54","3pF","SamacSys_Parts:3pF","CAPC1005X55N","https://componentsearchengine.com/Datasheets/1/GJM1555C1H3R0CB01D.pdf","","Murata 0402 GJM 3pF Ceramic Multilayer Capacitor, 50 V dc, +125C, C0G Dielectric, +/-0.25pF SMD","0.55","Murata Electronics","GJM1555C1H3R0CB01D","81-GJM1555C1H3R0CB1D","https://www.mouser.com/Search/Refine.aspx?Keyword=81-GJM1555C1H3R0CB1D"
"","","C55","8.2pF","SamacSys_Parts:8.2pF","CAPC1005X56N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 8.2pF C0G 0402 .1pF Tol","0.56","AVX","04025A8R2BAT2A","581-04025A8R2BAT2A","https://www.mouser.co.uk/ProductDetail/AVX/04025A8R2BAT2A?qs=z0psRG2smD5JWrZ1VoU3ig%3D%3D"
"","","C56","8.2pF","SamacSys_Parts:8.2pF","CAPC1005X56N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 8.2pF C0G 0402 .1pF Tol","0.56","AVX","04025A8R2BAT2A","581-04025A8R2BAT2A","https://www.mouser.co.uk/ProductDetail/AVX/04025A8R2BAT2A?qs=z0psRG2smD5JWrZ1VoU3ig%3D%3D"
"","","C57","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C58","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C59","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C60","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C61","100nF","SamacSys_Parts:100nF","CAPC1005X55N","https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf","","KEMET - C0402C104K9PACTU - CAP, MLCC, X5R, 0.1UF, 6.3V, 0402, REEL","0.55","Kemet","C0402C104K9PACTU","80-C0402C104K9P","https://www.mouser.co.uk/ProductDetail/KEMET/C0402C104K9PACTU?qs=DBJr%252BvBUjU7yQ9iUbxvTPw%3D%3D"
"","","C62","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C63","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C64","100nF","SamacSys_Parts:100nF","CAPC1005X55N","https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf","","KEMET - C0402C104K9PACTU - CAP, MLCC, X5R, 0.1UF, 6.3V, 0402, REEL","0.55","Kemet","C0402C104K9PACTU","80-C0402C104K9P","https://www.mouser.co.uk/ProductDetail/KEMET/C0402C104K9PACTU?qs=DBJr%252BvBUjU7yQ9iUbxvTPw%3D%3D"
"","","C65","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C66","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C67","100nF","SamacSys_Parts:100nF","CAPC1005X55N","https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf","","KEMET - C0402C104K9PACTU - CAP, MLCC, X5R, 0.1UF, 6.3V, 0402, REEL","0.55","Kemet","C0402C104K9PACTU","80-C0402C104K9P","https://www.mouser.co.uk/ProductDetail/KEMET/C0402C104K9PACTU?qs=DBJr%252BvBUjU7yQ9iUbxvTPw%3D%3D"
"","","C68","10uF","SamacSys_Parts:10uF","CAPC1005X55N","","","Multilayer Ceramic Capacitors MLCC - SMD/SMT 10uF 20% 6.3 Volts 0402","0.55","Walsin Technology Corporation","0402X106M6R3CT","791-0402X106M6R3CT","https://www.mouser.co.uk/ProductDetail/Walsin/0402X106M6R3CT?qs=K66U1JmYfS7Y7bXr0va0Xw%3D%3D"
"","","C69","1uF","SamacSys_Parts:1uF","CAPC1005X33N","https://componentsearchengine.com/Datasheets/1/JMK105BJ105KP-F.pdf","","Taiyo Yuden JMK105BJ105KP-F 1F MLCC 6.3V dc +/-10% Tolerance SMD","0.33","TAIYO YUDEN","JMK105BJ105KP-F","963-JMK105BJ105KP-F","https://www.mouser.co.uk/ProductDetail/Taiyo-Yuden/JMK105BJ105KP-F?qs=vF%252B8ahGVilcfgxT2k6hjqQ%3D%3D"
"","","C70","100nF","SamacSys_Parts:100nF","CAPC1005X55N","https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf","","KEMET - C0402C104K9PACTU - CAP, MLCC, X5R, 0.1UF, 6.3V, 0402, REEL","0.55","Kemet","C0402C104K9PACTU","80-C0402C104K9P","https://www.mouser.co.uk/ProductDetail/KEMET/C0402C104K9PACTU?qs=DBJr%252BvBUjU7yQ9iUbxvTPw%3D%3D"
"","","C71","100nF","SamacSys_Parts:100nF","CAPC1005X55N","https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf","","KEMET - C0402C104K9PACTU - CAP, MLCC, X5R, 0.1UF, 6.3V, 0402, REEL","0.55","Kemet","C0402C104K9PACTU","80-C0402C104K9P","https://www.mouser.co.uk/ProductDetail/KEMET/C0402C104K9PACTU?qs=DBJr%252BvBUjU7yQ9iUbxvTPw%3D%3D"
"","","C72","0.22uF","SamacSys_Parts:0.22uF","CAPC1005X56N","","","","0.56","AVX","0402ZD224KAT2A","581-0402ZD224K","https://www.mouser.co.uk/ProductDetail/AVX/0402ZD224KAT2A?qs=q%252BYstVZXB1kcnMe2oVlTyQ%3D%3D"
"","","C73","100nF","SamacSys_Parts:100nF","CAPC1005X55N","https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf","","KEMET - C0402C104K9PACTU - CAP, MLCC, X5R, 0.1UF, 6.3V, 0402, REEL","0.55","Kemet","C0402C104K9PACTU","80-C0402C104K9P","https://www.mouser.co.uk/ProductDetail/KEMET/C0402C104K9PACTU?qs=DBJr%252BvBUjU7yQ9iUbxvTPw%3D%3D"
"","","D1","1N4148W-7-F","SamacSys_Parts:1N4148W-7-F","SamacSys_Parts:SOD3716X145N","https://componentsearchengine.com/Datasheets/2/1N4148W-7-F.pdf","","Diode Switching 150mA 100V 400mW SOD123 Diodes Inc 1N4148W-7-F Switching Diode 100V, 2-Pin SOD-123","1.45","Diodes Inc.","1N4148W-7-F","621-1N4148W-F","https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-7-F?qs=LHX0FizJzg7Ae9ZM8LTAWw%3D%3D"
"","","D2","1N4148W-7-F","SamacSys_Parts:1N4148W-7-F","SamacSys_Parts:SOD3716X145N","https://componentsearchengine.com/Datasheets/2/1N4148W-7-F.pdf","","Diode Switching 150mA 100V 400mW SOD123 Diodes Inc 1N4148W-7-F Switching Diode 100V, 2-Pin SOD-123","1.45","Diodes Inc.","1N4148W-7-F","621-1N4148W-F","https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-7-F?qs=LHX0FizJzg7Ae9ZM8LTAWw%3D%3D"
"","","D3","1N4148W-7-F","SamacSys_Parts:1N4148W-7-F","SamacSys_Parts:SOD3716X145N","https://componentsearchengine.com/Datasheets/2/1N4148W-7-F.pdf","","Diode Switching 150mA 100V 400mW SOD123 Diodes Inc 1N4148W-7-F Switching Diode 100V, 2-Pin SOD-123","1.45","Diodes Inc.","1N4148W-7-F","621-1N4148W-F","https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-7-F?qs=LHX0FizJzg7Ae9ZM8LTAWw%3D%3D"
"","","D4","1N4148W-7-F","SamacSys_Parts:1N4148W-7-F","SamacSys_Parts:SOD3716X145N","https://componentsearchengine.com/Datasheets/2/1N4148W-7-F.pdf","","Diode Switching 150mA 100V 400mW SOD123 Diodes Inc 1N4148W-7-F Switching Diode 100V, 2-Pin SOD-123","1.45","Diodes Inc.","1N4148W-7-F","621-1N4148W-F","https://www.mouser.co.uk/ProductDetail/Diodes-Incorporated/1N4148W-7-F?qs=LHX0FizJzg7Ae9ZM8LTAWw%3D%3D"
"","","FB1","BLM15PX601SZ1D","SamacSys_Parts:BLM15PX601SZ1D","NFZ15SG152SN10B","https://componentsearchengine.com/Datasheets/1/BLM15PX601SZ1D.pdf","","BLM15_Z1D Series EMI Suppression Filter 600+/-25% at 100MHz 900mA @85","0.55","Murata Electronics","BLM15PX601SZ1D","81-BLM15PX601SZ1D","https://www.mouser.com/Search/Refine.aspx?Keyword=81-BLM15PX601SZ1D"
"","","IC1","Z84C0020AEG","SamacSys_Parts:Z84C0020AEG","SamacSys_Parts:QFP80P1200X1200X160-44N","https://componentsearchengine.com/Datasheets/1/Z84C0020AEG.pdf","","Microprocessors - MPU 20 MHZ Z80 CMOS CPU","1.6","Zilog","Z84C0020AEG","692-Z84C0020AEG","https://www.mouser.co.uk/ProductDetail/ZiLOG/Z84C0020AEG?qs=87AjWkFq0r57qleL5Y3D%2Fw%3D%3D"
"","","IC2","TXB0108PWR","SamacSys_Parts:TXB0108PWR","SamacSys_Parts:SOP65P640X120-20N","http://www.ti.com/lit/ds/symlink/txb0108.pdf","","8-Bit Bidirectional Voltage-Level Shifter with Auto Direction Sensing and +/-15-kV ESD Protect","1.2","Texas Instruments","TXB0108PWR","595-TXB0108PWR","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TXB0108PWR?qs=oFXvjAmG9EgEUWGWzOVFCA%3D%3D"
"","","IC3","TXB0108PWR","SamacSys_Parts:TXB0108PWR","SamacSys_Parts:SOP65P640X120-20N","http://www.ti.com/lit/ds/symlink/txb0108.pdf","","8-Bit Bidirectional Voltage-Level Shifter with Auto Direction Sensing and +/-15-kV ESD Protect","1.2","Texas Instruments","TXB0108PWR","595-TXB0108PWR","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TXB0108PWR?qs=oFXvjAmG9EgEUWGWzOVFCA%3D%3D"
"","","IC4","TXB0108PWR","SamacSys_Parts:TXB0108PWR","SamacSys_Parts:SOP65P640X120-20N","http://www.ti.com/lit/ds/symlink/txb0108.pdf","","8-Bit Bidirectional Voltage-Level Shifter with Auto Direction Sensing and +/-15-kV ESD Protect","1.2","Texas Instruments","TXB0108PWR","595-TXB0108PWR","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TXB0108PWR?qs=oFXvjAmG9EgEUWGWzOVFCA%3D%3D"
"","","IC5","TXB0108PWR","SamacSys_Parts:TXB0108PWR","SamacSys_Parts:SOP65P640X120-20N","http://www.ti.com/lit/ds/symlink/txb0108.pdf","","8-Bit Bidirectional Voltage-Level Shifter with Auto Direction Sensing and +/-15-kV ESD Protect","1.2","Texas Instruments","TXB0108PWR","595-TXB0108PWR","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TXB0108PWR?qs=oFXvjAmG9EgEUWGWzOVFCA%3D%3D"
"","","IC6","TXB0108PWR","SamacSys_Parts:TXB0108PWR","SamacSys_Parts:SOP65P640X120-20N","http://www.ti.com/lit/ds/symlink/txb0108.pdf","","8-Bit Bidirectional Voltage-Level Shifter with Auto Direction Sensing and +/-15-kV ESD Protect","1.2","Texas Instruments","TXB0108PWR","595-TXB0108PWR","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/TXB0108PWR?qs=oFXvjAmG9EgEUWGWzOVFCA%3D%3D"
"","","IC7","1072","SamacSys_Parts:1072","SamacSys_Parts:1072","http://www.keystoneelectronics.net/ENG._DEPT/WEB_ORACLE/PDF/PDF%20CAT%20NO%20DRAWINGS/1000-1999/1072.PDF","","Coin Cell Battery Holders BATTERY HOLDER FOR CR1220 / 1225 Tape and Reel","3.95","Keystone Electronics","1072","534-1072","https://www.mouser.co.uk/ProductDetail/Keystone-Electronics/1072?qs=u16ybLDytRbC8B3DEARGaw%3D%3D"
"","","IC8","74HC240PW,118","SamacSys_Parts:74HC240PW,118","SamacSys_Parts:SOP65P640X110-20N","https://componentsearchengine.com/Datasheets/1/74HC240PW,118.pdf","","74HC(T)240 - Octal buffer/line driver; 3-state; inverting@en-us","1.1","Nexperia","74HC240PW,118","771-HC240PW118","https://www.mouser.com/Search/Refine.aspx?Keyword=771-HC240PW118"
"","","IC9","GLS29EE010-70-4C-PHE","pentagon128_portable:GLS29EE010-70-4C-PHE","Package_LCC:PLCC-32_11.4x14.0mm_P1.27mm","https://www.greenliant.com/dotAsset/40840.pdf","GLS29EE010-70-4C-PHE","EEPROM 1MB, 5V, 70ns 128K x 8 Flash","5.08","Greenliant","GLS29EE010-70-4C-PHE","804-GLS29EE010-70PHE","https://www.mouser.com/Search/Refine.aspx?Keyword=804-GLS29EE010-70PHE"
"","","IC10","IS61C5128AS-25TLI","SamacSys_Parts:IS61C5128AS-25TLI","SamacSys_Parts:SOIC127P1176X120-32N","https://componentsearchengine.com/Datasheets/1/IS61C5128AS-25TLI.pdf","","SRAM 4M (512Kx8) 25ns Async SRAM","1.2","Integrated Silicon Solution Inc.","IS61C5128AS-25TLI","870-61C5128AS-25TLI","https://www.mouser.com/Search/Refine.aspx?Keyword=870-61C5128AS-25TLI"
"","","IC11","SN74LS245DW","SamacSys_Parts:SN74LS245DW","SamacSys_Parts:SOIC127P1030X265-20N","http://www.ti.com/lit/gpn/sn74ls245","","Octal bus transceivers","2.65","Texas Instruments","SN74LS245DW","595-SN74LS245DW","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/SN74LS245DW?qs=ZA235jQDfbpxKQZqDHbgmw%3D%3D"
"","","IC12","SN74LS27N","SamacSys_Parts:SN74LS27N","SamacSys_Parts:DIP794W53P254L1930H508Q14N","http://www.ti.com/lit/gpn/sn74ls27","","Triple 3 i/p NOR gate,SN74LS27N DIP14","5.08","Texas Instruments","SN74LS27N","595-SN74LS27N","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/SN74LS27N?qs=SL3LIuy2dWyzTDlwJfCAiQ%3D%3D"
"","","IC13","SN74LS245DW","SamacSys_Parts:SN74LS245DW","SamacSys_Parts:SOIC127P1030X265-20N","http://www.ti.com/lit/gpn/sn74ls245","","Octal bus transceivers","2.65","Texas Instruments","SN74LS245DW","595-SN74LS245DW","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/SN74LS245DW?qs=ZA235jQDfbpxKQZqDHbgmw%3D%3D"
"","","IC14","74HCT3G14DP,125","SamacSys_Parts:74HCT3G14DP,125","SamacSys_Parts:SOP65P400X110-8N","https://assets.nexperia.com/documents/data-sheet/74HC_HCT3G14.pdf","","74HC(T)3G14 - Triple inverting Schmitt trigger@en-us","1.1","Nexperia","74HCT3G14DP,125","771-HCT3G14DP125","https://www.mouser.co.uk/ProductDetail/Nexperia/74HCT3G14DP125?qs=me8TqzrmIYVpvGZNIKsTsw%3D%3D"
"","","IC15","SN74LS74ANSRG4","SamacSys_Parts:SN74LS74ANSRG4","SamacSys_Parts:SOIC127P780X200-14N","http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74ls74a","","Flip Flop D-Type Pos-Edge 2-Element 14-Pin SOP T/R","2","Texas Instruments","SN74LS74ANSRG4","595-SN74LS74ANSRG4","https://www.mouser.co.uk/ProductDetail/Texas-Instruments/SN74LS74ANSRG4?qs=UG%2F8xqv%2F6WeCIASOw%2Fx%252BZg%3D%3D"
"","","IC16","LD1117S50TR","SamacSys_Parts:LD1117S50TR","SOT230P700X190-4N","https://datasheet.lcsc.com/szlcsc/STMicroelectronics-LD1117S50TR_C134077.pdf","","LDO Voltage Regulators 5.0V 0.8A Positive","1.9","STMicroelectronics","LD1117S50TR","511-LD1117S50","https://www.mouser.co.uk/ProductDetail/STMicroelectronics/LD1117S50TR?qs=eQN2Ig5lfEwsh0kTXN%2FkTg%3D%3D"
"","","IC17","LD1117S33TR","SamacSys_Parts:LD1117S33TR","SOT230P700X190-4N","https://datasheet.lcsc.com/szlcsc/STMicroelectronics-LD1117S50TR_C134077.pdf","","LDO Voltage Regulators 3.3V 0.8A Positive","1.9","STMicroelectronics","LD1117S33TR"," 511-LD1117S33","https://ru.mouser.com/ProductDetail/STMicroelectronics/LD1117S33TR?qs=%2Fha2pyFaduia9VwYkVWx%2F4mRyX5zUinnP5LH1XIijR0%3D"
"","","IC18","LD1117S33TR","SamacSys_Parts:LD1117S33TR","SOT230P700X190-4N","https://datasheet.lcsc.com/szlcsc/STMicroelectronics-LD1117S50TR_C134077.pdf","","LDO Voltage Regulators 3.3V 0.8A Positive","1.9","STMicroelectronics","LD1117S33TR"," 511-LD1117S33","https://ru.mouser.com/ProductDetail/STMicroelectronics/LD1117S33TR?qs=%2Fha2pyFaduia9VwYkVWx%2F4mRyX5zUinnP5LH1XIijR0%3D"
"","","J1","Conn_01x03_Male","Connector:Conn_01x03_Male","Connector_PinHeader_2.54mm:PinHeader_1x03_P2.54mm_Vertical","~","","","","","","",""
"","","J2","DSI","Connector:Conn_01x06_Male","Connector_PinHeader_2.54mm:PinHeader_1x06_P2.54mm_Vertical","~","","","","","","",""
"","","J3","Conn_ARM_JTAG_SWD_20","Connector:Conn_ARM_JTAG_SWD_20","Connector_PinHeader_2.54mm:PinHeader_2x10_P2.54mm_Vertical","http://infocenter.arm.com/help/topic/com.arm.doc.dui0499b/DUI0499B_system_design_reference.pdf","","","","","","",""
"","","J4","Conn_01x06","Connector_Generic:Conn_01x06","","~","","","","","","",""
"","","J5","Conn_01x13","Connector_Generic:Conn_01x13","Connector_PinSocket_2.54mm:PinSocket_1x13_P2.54mm_Vertical","~","","","","","","",""
"","","J6","Conn_01x02","Connector_Generic:Conn_01x02","Connector_PinHeader_2.54mm:PinHeader_1x02_P2.54mm_Vertical","~","","","","","","",""
"","","J7","10033526-N3212LF","SamacSys_Parts:10033526-N3212LF","SamacSys_Parts:10033526N3212LF","https://www.amphenol-icc.com/media/wysiwyg/files/drawing/10033526.pdf","","AMPHENOL FCI NANTONG - 10033526-N3212LF. - CONN USB RCP 5 POS 0.8MM SLDR RA SMD 5TERM","4.15","Amphenol","10033526-N3212LF","649-10033526-N3212LF","https://www.mouser.co.uk/ProductDetail/Amphenol-FCI/10033526-N3212LF?qs=LmzVcvYPptRTPTxae6JWyQ%3D%3D"
"","","J8","Conn_02x17_Odd_Even","Connector_Generic:Conn_02x17_Odd_Even","Connector_PinSocket_2.54mm:PinSocket_2x17_P2.54mm_Vertical","~","","","","","","",""
"","","J9","104031-0811","SamacSys_Parts:104031-0811","SamacSys_Parts:1040310811","http://www.molex.com/webdocs/datasheets/pdf/en-us/1040310811_MEMORY_CARD_SOCKET.pdf","","microSD 1.10mm SMT push-pull memory card microSD 1.10mm SMT push-pull memory card","","Molex","104031-0811","538-104031-0811","https://www.mouser.co.uk/ProductDetail/Molex/104031-0811?qs=udsGRKD4nA3Tvy7wqky%252BuA%3D%3D"
"","","R1","49.9k","SamacSys_Parts:49.9k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402PD4992DE500.pdf","","Thin Film Resistors - SMD .200W 49.9Kohms .5% 0402 25ppm Hi Power","0.37","Vishay","MCS0402PD4992DE500","594-MCS0402PD4992DP5","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402PD4992DP5"
"","","R2","49.9k","SamacSys_Parts:49.9k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402PD4992DE500.pdf","","Thin Film Resistors - SMD .200W 49.9Kohms .5% 0402 25ppm Hi Power","0.37","Vishay","MCS0402PD4992DE500","594-MCS0402PD4992DP5","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402PD4992DP5"
"","","R3","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"","","R4","49.9k","SamacSys_Parts:49.9k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402PD4992DE500.pdf","","Thin Film Resistors - SMD .200W 49.9Kohms .5% 0402 25ppm Hi Power","0.37","Vishay","MCS0402PD4992DE500","594-MCS0402PD4992DP5","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402PD4992DP5"
"","","R5","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"","","R6","49.9k","SamacSys_Parts:49.9k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402PD4992DE500.pdf","","Thin Film Resistors - SMD .200W 49.9Kohms .5% 0402 25ppm Hi Power","0.37","Vishay","MCS0402PD4992DE500","594-MCS0402PD4992DP5","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402PD4992DP5"
"","","R7","49.9k","SamacSys_Parts:49.9k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402PD4992DE500.pdf","","Thin Film Resistors - SMD .200W 49.9Kohms .5% 0402 25ppm Hi Power","0.37","Vishay","MCS0402PD4992DE500","594-MCS0402PD4992DP5","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402PD4992DP5"
"","","R8","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"","","R9","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"","","R10","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"","","R11","100k","SamacSys_Parts:100k","RESC1005X40N","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C237.pdf","","Panasonic ERA Series Thin Film Surface Mount Resistor 0402 Case 100k +/-0.5% 63mW +/-25ppm/C","0.4","Panasonic","ERA-2AED104X","667-ERA-2AED104X","https://www.mouser.co.uk/ProductDetail/Panasonic/ERA-2AED104X?qs=nho8PGNfA6oWiExMQMbJyw%3D%3D"
"","","R12","220","SamacSys_Parts:220","RESC1005X40N","https://componentsearchengine.com/Datasheets/1/RR0510P-221-D.pdf","","Thin Film Resistors - SMD 1/16W 220ohm 0.5% 25ppm","0.4","Susumu","RR0510P-221-D","754-RR0510P-221D","https://www.mouser.com/Search/Refine.aspx?Keyword=754-RR0510P-221D"
"","","R13","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
"","","R14","10k","SamacSys_Parts:10k","RESC1005X37N","https://componentsearchengine.com/Datasheets/1/MCS0402MC1002FE000.pdf","","Thin Film Resistors - SMD .1W 10Kohms 1% 0402 50ppm Auto","0.37","Vishay","MCS0402MC1002FE000","594-MCS0402MC1002FE0","https://www.mouser.com/Search/Refine.aspx?Keyword=594-MCS0402MC1002FE0"
